#Ensembl gene	external name	external name source	biotype	status	chromosome	start	end	strand	source	description
ENSG00000006740	ARHGAP44	HGNC	protein_coding	KNOWN	17	12692829	12894960	1	ensembl	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:29096]
ENSG00000006744	ELAC2	HGNC	protein_coding	KNOWN	17	12894930	12921381	-1	ensembl	elaC homolog 2 (E. coli) [Source:HGNC Symbol;Acc:14198]
ENSG00000006747	SCIN	HGNC	protein_coding	KNOWN	7	12610203	12693228	1	ensembl	scinderin [Source:HGNC Symbol;Acc:21695]
ENSG00000006756	ARSD	HGNC	protein_coding	KNOWN	X	2822011	2847392	-1	ensembl	arylsulfatase D [Source:HGNC Symbol;Acc:717]
ENSG00000006757	PNPLA4	HGNC	protein_coding	KNOWN	X	7866288	7895780	-1	ensembl	patatin-like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:24887]
ENSG00000006788	MYH13	HGNC	protein_coding	KNOWN	17	10201401	10276322	-1	ensembl	myosin, heavy chain 13, skeletal muscle [Source:HGNC Symbol;Acc:7571]
ENSG00000006831	ADIPOR2	HGNC	protein_coding	KNOWN	12	1797740	1897844	1	ensembl	adiponectin receptor 2 [Source:HGNC Symbol;Acc:24041]
ENSG00000006837	CDKL3	HGNC	protein_coding	KNOWN	5	133541305	133706738	-1	ensembl	cyclin-dependent kinase-like 3 [Source:HGNC Symbol;Acc:15483]
ENSG00000007001	UPP2	HGNC	protein_coding	KNOWN	2	158851691	158992478	1	ensembl	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:23061]
ENSG00000007038	PRSS21	HGNC	protein_coding	KNOWN	16	2867164	2876305	1	ensembl	protease, serine, 21 (testisin) [Source:HGNC Symbol;Acc:9485]
ENSG00000007047	MARK4	HGNC	protein_coding	KNOWN	19	45754550	45808541	1	ensembl	MAP/microtubule affinity-regulating kinase 4 [Source:HGNC Symbol;Acc:13538]
ENSG00000007062	PROM1	HGNC	protein_coding	KNOWN	4	15964699	16086001	-1	ensembl	prominin 1 [Source:HGNC Symbol;Acc:9454]
ENSG00000007080	CCDC124	HGNC	protein_coding	KNOWN	19	18043824	18054793	1	ensembl	coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:25171]
ENSG00000007129	CEACAM21	HGNC	protein_coding	KNOWN	19	42041702	42093197	1	ensembl	carcinoembryonic antigen-related cell adhesion molecule 21 [Source:HGNC Symbol;Acc:28834]
ENSG00000007168	PAFAH1B1	HGNC	protein_coding	KNOWN	17	2496504	2588888	1	ensembl	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) [Source:HGNC Symbol;Acc:8574]
ENSG00000007171	NOS2	HGNC	protein_coding	KNOWN	17	26083792	26127555	-1	ensembl	nitric oxide synthase 2, inducible [Source:HGNC Symbol;Acc:7873]
ENSG00000007174	DNAH9	HGNC	protein_coding	KNOWN	17	11501748	11873485	1	ensembl	dynein, axonemal, heavy chain 9 [Source:HGNC Symbol;Acc:2953]
ENSG00000007202	KIAA0100	HGNC	protein_coding	KNOWN	17	26941459	26972472	-1	ensembl	KIAA0100 [Source:HGNC Symbol;Acc:28960]
ENSG00000007216	SLC13A2	HGNC	protein_coding	KNOWN	17	26800311	26824799	1	ensembl	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2 [Source:HGNC Symbol;Acc:10917]
ENSG00000007237	GAS7	HGNC	protein_coding	KNOWN	17	9813926	10101868	-1	ensembl	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]
ENSG00000007255	TRAPPC6A	HGNC	protein_coding	KNOWN	19	45666187	45681485	-1	ensembl	trafficking protein particle complex 6A [Source:HGNC Symbol;Acc:23069]
ENSG00000007264	MATK	HGNC	protein_coding	KNOWN	19	3777968	3801810	-1	ensembl	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:6906]
ENSG00000007306	CEACAM7	HGNC	protein_coding	KNOWN	19	42177235	42192296	-1	ensembl	carcinoembryonic antigen-related cell adhesion molecule 7 [Source:HGNC Symbol;Acc:1819]
ENSG00000007312	CD79B	HGNC	protein_coding	KNOWN	17	62006100	62009714	-1	ensembl	CD79b molecule, immunoglobulin-associated beta [Source:HGNC Symbol;Acc:1699]
ENSG00000007314	SCN4A	HGNC	protein_coding	KNOWN	17	62015914	62050278	-1	ensembl	sodium channel, voltage-gated, type IV, alpha subunit [Source:HGNC Symbol;Acc:10591]
ENSG00000007341	ST7L	HGNC	protein_coding	KNOWN	1	113066140	113163447	-1	ensembl	suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:18441]
ENSG00000007350	TKTL1	HGNC	protein_coding	KNOWN	X	153524024	153558713	1	ensembl	transketolase-like 1 [Source:HGNC Symbol;Acc:11835]
ENSG00000007372	PAX6	HGNC	protein_coding	KNOWN	11	31806340	31839509	-1	ensembl	paired box 6 [Source:HGNC Symbol;Acc:8620]
ENSG00000007376	RPUSD1	HGNC	protein_coding	KNOWN	16	834974	838397	-1	ensembl	RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:14173]
ENSG00000007384	RHBDF1	HGNC	protein_coding	KNOWN	16	108058	126354	-1	ensembl	rhomboid 5 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:20561]
ENSG00000007392	LUC7L	HGNC	protein_coding	KNOWN	16	238968	279462	-1	ensembl	LUC7-like (S. cerevisiae) [Source:HGNC Symbol;Acc:6723]
ENSG00000007402	CACNA2D2	HGNC	protein_coding	KNOWN	3	50400233	50541675	-1	ensembl	calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:HGNC Symbol;Acc:1400]
ENSG00000007516	BAIAP3	HGNC	protein_coding	KNOWN	16	1383602	1399439	1	ensembl	BAI1-associated protein 3 [Source:HGNC Symbol;Acc:948]
ENSG00000007520	C16orf42	HGNC	protein_coding	KNOWN	16	1399241	1401912	-1	ensembl	chromosome 16 open reading frame 42 [Source:HGNC Symbol;Acc:14175]
ENSG00000007541	PIGQ	HGNC	protein_coding	KNOWN	16	616995	634136	1	ensembl	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:14135]
ENSG00000007545	CRAMP1L	HGNC	protein_coding	KNOWN	16	1662326	1727909	1	ensembl	Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:14122]
ENSG00000007866	TEAD3	HGNC	protein_coding	KNOWN	6	35441374	35464861	-1	ensembl	TEA domain family member 3 [Source:HGNC Symbol;Acc:11716]
ENSG00000007908	SELE	HGNC	protein_coding	KNOWN	1	169691781	169703220	-1	ensembl	selectin E [Source:HGNC Symbol;Acc:10718]
ENSG00000007923	DNAJC11	HGNC	protein_coding	KNOWN	1	6694228	6761984	-1	ensembl	DnaJ (Hsp40) homolog, subfamily C, member 11 [Source:HGNC Symbol;Acc:25570]
ENSG00000007933	FMO3	HGNC	protein_coding	KNOWN	1	171060018	171086959	1	ensembl	flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:3771]
ENSG00000007944	MYLIP	HGNC	protein_coding	KNOWN	6	16129356	16148479	1	ensembl	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:21155]
ENSG00000007952	NOX1	HGNC	protein_coding	KNOWN	X	100098313	100129334	-1	ensembl	NADPH oxidase 1 [Source:HGNC Symbol;Acc:7889]
ENSG00000007968	E2F2	HGNC	protein_coding	KNOWN	1	23832922	23857712	-1	ensembl	E2F transcription factor 2 [Source:HGNC Symbol;Acc:3114]
ENSG00000008018	PSMB1	HGNC	protein_coding	KNOWN	6	170844205	170862429	-1	ensembl	proteasome (prosome, macropain) subunit, beta type, 1 [Source:HGNC Symbol;Acc:9537]
ENSG00000008056	SYN1	HGNC	protein_coding	KNOWN	X	47431303	47479252	-1	ensembl	synapsin I [Source:HGNC Symbol;Acc:11494]
ENSG00000008083	JARID2	HGNC	protein_coding	KNOWN	6	15245734	15522252	1	ensembl	jumonji, AT rich interactive domain 2 [Source:HGNC Symbol;Acc:6196]
ENSG00000008086	CDKL5	HGNC	protein_coding	KNOWN	X	18443703	18671749	1	ensembl	cyclin-dependent kinase-like 5 [Source:HGNC Symbol;Acc:11411]
ENSG00000008118	CAMK1G	HGNC	protein_coding	KNOWN	1	209757062	209787283	1	ensembl	calcium/calmodulin-dependent protein kinase IG [Source:HGNC Symbol;Acc:14585]
ENSG00000008128	CDK11A	HGNC	protein_coding	KNOWN	1	1634169	1655966	-1	ensembl	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]
ENSG00000008130	NADK	HGNC	protein_coding	KNOWN	1	1682671	1711896	-1	ensembl	NAD kinase [Source:HGNC Symbol;Acc:29831]
ENSG00000008196	TFAP2B	HGNC	protein_coding	KNOWN	6	50786436	50815326	1	ensembl	transcription factor AP-2 beta (activating enhancer binding protein 2 beta) [Source:HGNC Symbol;Acc:11743]
ENSG00000008197	TFAP2D	HGNC	protein_coding	NOVEL	6	50681541	50740701	1	ensembl	transcription factor AP-2 delta (activating enhancer binding protein 2 delta) [Source:HGNC Symbol;Acc:15581]
ENSG00000008226	DLEC1	HGNC	protein_coding	KNOWN	3	38080696	38165516	1	ensembl	deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:2899]
ENSG00000008256	CYTH3	HGNC	protein_coding	KNOWN	7	6201407	6312275	-1	ensembl	cytohesin 3 [Source:HGNC Symbol;Acc:9504]
ENSG00000008277	ADAM22	HGNC	protein_coding	KNOWN	7	87563458	87832204	1	ensembl	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:201]
ENSG00000008282	SYPL1	HGNC	protein_coding	KNOWN	7	105730949	105753022	-1	ensembl	synaptophysin-like 1 [Source:HGNC Symbol;Acc:11507]
ENSG00000008283	CYB561	HGNC	protein_coding	KNOWN	17	61509668	61523722	-1	ensembl	cytochrome b-561 [Source:HGNC Symbol;Acc:2571]
ENSG00000008294	SPAG9	HGNC	protein_coding	KNOWN	17	49039535	49198226	-1	ensembl	sperm associated antigen 9 [Source:HGNC Symbol;Acc:14524]
ENSG00000008300	CELSR3	HGNC	protein_coding	KNOWN	3	48673902	48700348	-1	ensembl	cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila) [Source:HGNC Symbol;Acc:3230]
ENSG00000008311	AASS	HGNC	protein_coding	KNOWN	7	121715701	121784334	-1	ensembl	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:17366]
ENSG00000008323	PLEKHG6	HGNC	protein_coding	KNOWN	12	6419602	6437672	1	ensembl	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:25562]
ENSG00000008324	SS18L2	HGNC	protein_coding	KNOWN	3	42623332	42636606	1	ensembl	synovial sarcoma translocation gene on chromosome 18-like 2 [Source:HGNC Symbol;Acc:15593]
ENSG00000008382	MPND	HGNC	protein_coding	KNOWN	19	4343524	4360082	1	ensembl	MPN domain containing [Source:HGNC Symbol;Acc:25934]
ENSG00000008394	MGST1	HGNC	protein_coding	KNOWN	12	16500076	16762193	1	ensembl	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:7061]
ENSG00000008405	CRY1	HGNC	protein_coding	KNOWN	12	107385142	107487607	-1	ensembl	cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384]
ENSG00000008438	PGLYRP1	HGNC	protein_coding	KNOWN	19	46522415	46526556	-1	ensembl	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:8904]
ENSG00000008441	NFIX	HGNC	protein_coding	KNOWN	19	13106584	13209610	1	ensembl	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:7788]
ENSG00000008513	ST3GAL1	HGNC	protein_coding	KNOWN	8	134467091	134584183	-1	ensembl	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]
ENSG00000008516	MMP25	HGNC	protein_coding	KNOWN	16	3096682	3110727	1	ensembl	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]
ENSG00000008517	IL32	HGNC	protein_coding	KNOWN	16	3115298	3131908	1	ensembl	interleukin 32 [Source:HGNC Symbol;Acc:16830]
ENSG00000008710	PKD1	HGNC	protein_coding	KNOWN	16	2138711	2185899	-1	ensembl	polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]
ENSG00000008735	MAPK8IP2	HGNC	protein_coding	KNOWN	22	51039114	51052409	1	ensembl	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:6883]
ENSG00000008838	MED24	HGNC	protein_coding	KNOWN	17	38175350	38210661	-1	ensembl	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]
ENSG00000008853	RHOBTB2	HGNC	protein_coding	KNOWN	8	22844930	22877712	1	ensembl	Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:18756]
ENSG00000008869	HEATR5B	HGNC	protein_coding	KNOWN	2	37195526	37311485	-1	ensembl	HEAT repeat containing 5B [Source:HGNC Symbol;Acc:29273]
ENSG00000008952	SEC62	HGNC	protein_coding	KNOWN	3	169684423	169716161	1	ensembl	SEC62 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11846]
ENSG00000008988	RPS20	HGNC	protein_coding	KNOWN	8	56979854	56987069	-1	ensembl	ribosomal protein S20 [Source:HGNC Symbol;Acc:10405]
ENSG00000009307	CSDE1	HGNC	protein_coding	KNOWN	1	115259534	115301297	-1	ensembl	cold shock domain containing E1, RNA-binding [Source:HGNC Symbol;Acc:29905]
ENSG00000009335	UBE3C	HGNC	protein_coding	KNOWN	7	156931607	157062066	1	ensembl	ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:16803]
ENSG00000009413	REV3L	HGNC	protein_coding	KNOWN	6	111620234	111804918	-1	ensembl	REV3-like, catalytic subunit of DNA polymerase zeta (yeast) [Source:HGNC Symbol;Acc:9968]
ENSG00000009694	ODZ1	HGNC	protein_coding	KNOWN	X	123509753	124097666	-1	ensembl	odz, odd Oz/ten-m homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:8117]
ENSG00000009709	PAX7	HGNC	protein_coding	KNOWN	1	18957500	19075360	1	ensembl	paired box 7 [Source:HGNC Symbol;Acc:8621]
ENSG00000009724	MASP2	HGNC	protein_coding	KNOWN	1	11086580	11107290	-1	ensembl	mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:6902]
ENSG00000009765	IYD	HGNC	protein_coding	KNOWN	6	150690028	150727105	1	ensembl	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:21071]
ENSG00000009780	FAM76A	HGNC	protein_coding	KNOWN	1	28052490	28088475	1	ensembl	family with sequence similarity 76, member A [Source:HGNC Symbol;Acc:28530]
ENSG00000009790	TRAF3IP3	HGNC	protein_coding	KNOWN	1	209929377	209955668	1	ensembl	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:30766]
ENSG00000009830	POMT2	HGNC	protein_coding	KNOWN	14	77741299	77787227	-1	ensembl	protein-O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:19743]
ENSG00000009844	VTA1	HGNC	protein_coding	KNOWN	6	142468367	142542085	1	ensembl	Vps20-associated 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20954]
ENSG00000009950	MLXIPL	HGNC	protein_coding	KNOWN	7	73007524	73038873	-1	ensembl	MLX interacting protein-like [Source:HGNC Symbol;Acc:12744]
ENSG00000009954	BAZ1B	HGNC	protein_coding	KNOWN	7	72854728	72936608	-1	ensembl	bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:961]
ENSG00000010017	RANBP9	HGNC	protein_coding	KNOWN	6	13621730	13711953	-1	ensembl	RAN binding protein 9 [Source:HGNC Symbol;Acc:13727]
ENSG00000010030	ETV7	HGNC	protein_coding	KNOWN	6	36322419	36356164	-1	ensembl	ets variant 7 [Source:HGNC Symbol;Acc:18160]
ENSG00000010072	C1orf124	HGNC	protein_coding	KNOWN	1	231472850	231490769	1	ensembl	chromosome 1 open reading frame 124 [Source:HGNC Symbol;Acc:25356]
ENSG00000010165	METTL13	HGNC	protein_coding	KNOWN	1	171750788	171783163	1	ensembl	methyltransferase like 13 [Source:HGNC Symbol;Acc:24248]
ENSG00000010219	DYRK4	HGNC	protein_coding	KNOWN	12	4671370	4723325	1	ensembl	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:3095]
ENSG00000010244	ZNF207	HGNC	protein_coding	KNOWN	17	30677150	30714780	1	ensembl	zinc finger protein 207 [Source:HGNC Symbol;Acc:12998]
ENSG00000010256	UQCRC1	HGNC	protein_coding	KNOWN	3	48636435	48648409	-1	ensembl	ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:12585]
ENSG00000010270	STARD3NL	HGNC	protein_coding	KNOWN	7	38217824	38270272	1	ensembl	STARD3 N-terminal like [Source:HGNC Symbol;Acc:19169]
ENSG00000010278	CD9	HGNC	protein_coding	KNOWN	12	6308881	6347427	1	ensembl	CD9 molecule [Source:HGNC Symbol;Acc:1709]
ENSG00000010282	HHATL	HGNC	protein_coding	KNOWN	3	42734155	42744319	-1	ensembl	hedgehog acyltransferase-like [Source:HGNC Symbol;Acc:13242]
ENSG00000010292	NCAPD2	HGNC	protein_coding	KNOWN	12	6602522	6641121	1	ensembl	non-SMC condensin I complex, subunit D2 [Source:HGNC Symbol;Acc:24305]
ENSG00000010295	IFFO1	HGNC	protein_coding	KNOWN	12	6647541	6665239	-1	ensembl	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:24970]
ENSG00000010310	GIPR	HGNC	protein_coding	KNOWN	19	46171502	46185704	1	ensembl	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:4271]
ENSG00000010318	PHF7	HGNC	protein_coding	KNOWN	3	52443510	52457657	1	ensembl	PHD finger protein 7 [Source:HGNC Symbol;Acc:18458]
ENSG00000010319	SEMA3G	HGNC	protein_coding	KNOWN	3	52467069	52479101	-1	ensembl	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:30400]
ENSG00000010322	NISCH	HGNC	protein_coding	KNOWN	3	52489134	52527087	1	ensembl	nischarin [Source:HGNC Symbol;Acc:18006]
ENSG00000010327	STAB1	HGNC	protein_coding	KNOWN	3	52529354	52558511	1	ensembl	stabilin 1 [Source:HGNC Symbol;Acc:18628]
ENSG00000010361	FUZ	HGNC	protein_coding	KNOWN	19	50310126	50320633	-1	ensembl	fuzzy homolog (Drosophila) [Source:HGNC Symbol;Acc:26219]
ENSG00000010379	SLC6A13	HGNC	protein_coding	KNOWN	12	329789	372039	-1	ensembl	solute carrier family 6 (neurotransmitter transporter, GABA), member 13 [Source:HGNC Symbol;Acc:11046]
ENSG00000010404	IDS	HGNC	protein_coding	KNOWN	X	148558521	148615470	-1	ensembl	iduronate 2-sulfatase [Source:HGNC Symbol;Acc:5389]
ENSG00000010438	PRSS3	HGNC	protein_coding	KNOWN	9	33750515	33799230	1	ensembl	protease, serine, 3 [Source:HGNC Symbol;Acc:9486]
ENSG00000010539	ZNF200	HGNC	protein_coding	KNOWN	16	3272325	3286221	-1	ensembl	zinc finger protein 200 [Source:HGNC Symbol;Acc:12993]
ENSG00000010610	CD4	HGNC	protein_coding	KNOWN	12	6896024	6929974	1	ensembl	CD4 molecule [Source:HGNC Symbol;Acc:1678]
ENSG00000010626	LRRC23	HGNC	protein_coding	KNOWN	12	6982733	7023407	1	ensembl	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]
ENSG00000010671	BTK	HGNC	protein_coding	KNOWN	X	100604435	100641183	-1	ensembl	Bruton agammaglobulinemia tyrosine kinase [Source:HGNC Symbol;Acc:1133]
ENSG00000010704	HFE	HGNC	protein_coding	KNOWN	6	26087509	26098571	1	ensembl	hemochromatosis [Source:HGNC Symbol;Acc:4886]
ENSG00000010803	SCMH1	HGNC	protein_coding	KNOWN	1	41492872	41707826	-1	ensembl	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]
ENSG00000010810	FYN	HGNC	protein_coding	KNOWN	6	111981535	112194655	-1	ensembl	FYN oncogene related to SRC, FGR, YES [Source:HGNC Symbol;Acc:4037]
ENSG00000010818	HIVEP2	HGNC	protein_coding	KNOWN	6	143072604	143266338	-1	ensembl	human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:4921]
ENSG00000010932	FMO1	HGNC	protein_coding	KNOWN	1	171217638	171255117	1	ensembl	flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:3769]
ENSG00000011007	TCEB3	HGNC	protein_coding	KNOWN	1	24069645	24088549	1	ensembl	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]
ENSG00000011009	LYPLA2	HGNC	protein_coding	KNOWN	1	24117460	24122029	1	ensembl	lysophospholipase II [Source:HGNC Symbol;Acc:6738]
ENSG00000011021	CLCN6	HGNC	protein_coding	KNOWN	1	11866207	11903201	1	ensembl	chloride channel, voltage-sensitive 6 [Source:HGNC Symbol;Acc:2024]
ENSG00000011028	MRC2	HGNC	protein_coding	KNOWN	17	60704762	60770956	1	ensembl	mannose receptor, C type 2 [Source:HGNC Symbol;Acc:16875]
ENSG00000011052	NME2	HGNC	protein_coding	KNOWN	17	49230951	49249105	1	ensembl	non-metastatic cells 2, protein (NM23B) expressed in [Source:HGNC Symbol;Acc:7850]
ENSG00000011083	SLC6A7	HGNC	protein_coding	KNOWN	5	149569520	149602351	1	ensembl	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7 [Source:HGNC Symbol;Acc:11054]
ENSG00000011105	TSPAN9	HGNC	protein_coding	KNOWN	12	3186521	3395730	1	ensembl	tetraspanin 9 [Source:HGNC Symbol;Acc:21640]
ENSG00000011114	BTBD7	HGNC	protein_coding	KNOWN	14	93703896	93799438	-1	ensembl	BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:18269]
ENSG00000011132	APBA3	HGNC	protein_coding	KNOWN	19	3750771	3761673	-1	ensembl	amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:580]
ENSG00000011143	MKS1	HGNC	protein_coding	KNOWN	17	56282799	56296966	-1	ensembl	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]
ENSG00000011198	ABHD5	HGNC	protein_coding	KNOWN	3	43731605	43775863	1	ensembl	abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:21396]
ENSG00000011201	KAL1	HGNC	protein_coding	KNOWN	X	8496915	8700227	-1	ensembl	Kallmann syndrome 1 sequence [Source:HGNC Symbol;Acc:6211]
ENSG00000011243	AKAP8L	HGNC	protein_coding	KNOWN	19	15490859	15529833	-1	ensembl	A kinase (PRKA) anchor protein 8-like [Source:HGNC Symbol;Acc:29857]
ENSG00000011258	MBTD1	HGNC	protein_coding	KNOWN	17	49254788	49337398	-1	ensembl	mbt domain containing 1 [Source:HGNC Symbol;Acc:19866]
ENSG00000011260	UTP18	HGNC	protein_coding	KNOWN	17	49337897	49375290	1	ensembl	UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:24274]
ENSG00000011275	RNF216	HGNC	protein_coding	KNOWN	7	5659678	5821370	-1	ensembl	ring finger protein 216 [Source:HGNC Symbol;Acc:21698]
ENSG00000011295	TTC19	HGNC	protein_coding	KNOWN	17	15902782	15948336	1	ensembl	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:26006]
ENSG00000011304	PTBP1	HGNC	protein_coding	KNOWN	19	797392	812327	1	ensembl	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]
ENSG00000011332	DPF1	HGNC	protein_coding	KNOWN	19	38701646	38720354	-1	ensembl	D4, zinc and double PHD fingers family 1 [Source:HGNC Symbol;Acc:20225]
ENSG00000011347	SYT7	HGNC	protein_coding	KNOWN	11	61282785	61348620	-1	ensembl	synaptotagmin VII [Source:HGNC Symbol;Acc:11514]
ENSG00000011376	LARS2	HGNC	protein_coding	KNOWN	3	45429998	45590913	1	ensembl	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:17095]
ENSG00000011405	PIK3C2A	HGNC	protein_coding	KNOWN	11	17099277	17229530	-1	ensembl	phosphoinositide-3-kinase, class 2, alpha polypeptide [Source:HGNC Symbol;Acc:8971]
ENSG00000011422	PLAUR	HGNC	protein_coding	KNOWN	19	44150271	44174502	-1	ensembl	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]
ENSG00000011426	ANLN	HGNC	protein_coding	KNOWN	7	36429415	36493400	1	ensembl	anillin, actin binding protein [Source:HGNC Symbol;Acc:14082]
ENSG00000011451	WIZ	HGNC	protein_coding	KNOWN	19	15532319	15560762	-1	ensembl	widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:30917]
ENSG00000011454	RABGAP1	HGNC	protein_coding	KNOWN	9	125703112	125867145	1	ensembl	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:17155]
ENSG00000011465	DCN	HGNC	protein_coding	KNOWN	12	91539025	91576900	-1	ensembl	decorin [Source:HGNC Symbol;Acc:2705]
ENSG00000011478	QPCTL	HGNC	protein_coding	KNOWN	19	46195741	46207240	1	ensembl	glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:25952]
